cnes,codigo_ibge,municipio,regiao_covid,codigo_regiao_covid,latitude,longitude,data_atualizacao,leitos_total,leitos_internacoes,leitos_covid,lotacao,leitos_disponiveis,semana_epidemiologica,hospital
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-19,10,7,1,0.7,3,25,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-20,10,6,1,0.6,4,25,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-21,10,6,0,0.6,4,26,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-23,10,5,1,0.5,5,26,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-24,10,7,2,0.7,3,26,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-25,10,7,2,0.7,3,26,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-26,10,7,2,0.7,3,26,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-27,10,6,2,0.6,4,26,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-28,10,6,2,0.6,4,27,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-29,10,5,2,0.5,5,27,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-06-30,10,5,2,0.5,5,27,Hospital Saude
2223597,4305108,Caxias Do Sul,CAXIAS DO SUL - R23 R24 R25 R26,17,-29.1648849,-51.1794583,2020-07-01,10,6,2,0.6,4,27,Hospital Saude
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-04-28,0,0,0,NA,0,18,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-04-29,0,0,0,NA,0,18,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-04-30,0,0,0,NA,0,18,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-01,0,0,0,NA,0,18,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-02,0,0,0,NA,0,18,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-03,0,0,0,NA,0,19,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-04,0,0,0,NA,0,19,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-05,0,0,0,NA,0,19,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-06,0,0,0,NA,0,19,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-07,0,0,0,NA,0,19,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-08,0,0,0,NA,0,19,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-09,0,0,0,NA,0,19,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-10,0,0,0,NA,0,20,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-11,0,0,0,NA,0,20,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-12,0,0,0,NA,0,20,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-13,0,0,0,NA,0,20,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-14,0,0,0,NA,0,20,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-15,0,0,0,NA,0,20,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-16,0,0,0,NA,0,20,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-17,0,0,0,NA,0,21,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-18,0,0,0,NA,0,21,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-19,0,0,0,NA,0,21,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-20,0,0,0,NA,0,21,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-21,0,0,0,NA,0,21,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-22,0,0,0,NA,0,21,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-23,0,0,0,NA,0,21,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-24,0,0,0,NA,0,22,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-25,0,0,0,NA,0,22,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-26,0,0,0,NA,0,22,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-27,0,0,0,NA,0,22,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-28,0,0,0,NA,0,22,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-29,0,0,0,NA,0,22,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-30,0,0,0,NA,0,22,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-05-31,0,0,0,NA,0,23,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-01,0,0,0,NA,0,23,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-02,0,0,0,NA,0,23,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-03,0,0,0,NA,0,23,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-04,0,0,0,NA,0,23,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-05,0,0,0,NA,0,23,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-06,0,0,0,NA,0,23,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-07,0,0,0,NA,0,24,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-08,0,0,0,NA,0,24,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-09,0,0,0,NA,0,24,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-10,0,0,0,NA,0,24,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-11,0,0,0,NA,0,24,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-12,0,0,0,NA,0,24,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-13,0,0,0,NA,0,24,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-14,0,0,0,NA,0,25,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-15,0,0,0,NA,0,25,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-16,0,0,0,NA,0,25,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-17,0,0,0,NA,0,25,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-18,0,0,0,NA,0,25,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-19,5,0,0,0,5,25,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-20,5,2,1,0.4,3,25,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-21,5,2,1,0.4,3,26,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-23,5,2,1,0.4,3,26,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-24,5,2,1,0.4,3,26,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-25,5,2,2,0.4,3,26,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-26,5,2,2,0.4,3,26,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-27,5,3,3,0.6,2,26,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-28,5,3,3,0.6,2,27,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-29,5,3,3,0.6,2,27,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-06-30,5,3,3,0.6,2,27,Hospital Sagrada Familia
2227908,4319505,São Sebastião Do Caí,CANOAS - R08,6,-29.588953,-51.369389,2020-07-01,5,3,3,0.6,2,27,Hospital Sagrada Familia
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-04-28,10,9,0,0.9,1,18,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-04-29,10,10,0,1,0,18,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-04-30,10,10,0,1,0,18,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-01,10,10,0,1,0,18,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-02,10,6,0,0.6,4,18,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-03,10,8,0,0.8,2,19,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-04,10,7,0,0.7,3,19,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-05,10,8,0,0.8,2,19,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-06,10,8,0,0.8,2,19,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-07,10,7,0,0.7,3,19,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-08,10,9,0,0.9,1,19,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-09,10,10,0,1,0,19,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-10,10,10,0,1,0,20,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-11,10,10,0,1,0,20,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-12,10,10,0,1,0,20,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-13,10,10,0,1,0,20,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-14,10,9,0,0.9,1,20,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-15,10,10,0,1,0,20,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-16,10,10,0,1,0,20,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-17,10,10,0,1,0,21,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-18,10,10,0,1,0,21,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-19,10,9,0,0.9,1,21,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-20,10,6,0,0.6,4,21,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-21,10,8,0,0.8,2,21,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-22,10,9,0,0.9,1,21,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-23,10,6,0,0.6,4,21,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-24,10,7,0,0.7,3,22,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-25,10,7,0,0.7,3,22,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-26,10,9,0,0.9,1,22,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-27,10,9,0,0.9,1,22,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-28,10,10,0,1,0,22,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-29,10,8,0,0.8,2,22,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-30,10,7,0,0.7,3,22,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-05-31,10,10,0,1,0,23,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-01,10,10,0,1,0,23,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-02,10,10,0,1,0,23,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-03,10,10,0,1,0,23,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-04,10,10,0,1,0,23,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-05,10,10,0,1,0,23,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-06,10,10,0,1,0,23,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-07,10,10,0,1,0,24,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-08,10,9,0,0.9,1,24,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-09,10,9,0,0.9,1,24,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-10,10,9,0,0.9,1,24,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-11,10,9,0,0.9,1,24,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-12,10,9,0,0.9,1,24,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-13,10,10,0,1,0,24,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-14,10,10,0,1,0,25,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-15,10,10,0,1,0,25,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-16,10,10,0,1,0,25,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-17,10,10,0,1,0,25,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-18,10,10,0,1,0,25,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-19,10,9,0,0.9,1,25,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-20,10,9,0,0.9,1,25,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-21,10,8,0,0.8,2,26,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-23,10,10,0,1,0,26,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-24,10,8,0,0.8,2,26,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-25,10,10,0,1,0,26,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-26,10,7,0,0.7,3,26,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-27,10,7,0,0.7,3,26,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-28,10,9,0,0.9,1,27,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-29,10,8,0,0.8,2,27,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-06-30,10,10,0,1,0,27,Hospital Vida Saude_2254611
2254611,4317202,Santa Rosa,SANTA ROSA - R14,11,-27.866842,-54.485049,2020-07-01,10,10,0,1,0,27,Hospital Vida Saude_2254611
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-04-28,0,0,0,NA,0,18,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-04-29,0,0,0,NA,0,18,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-04-30,0,0,0,NA,0,18,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-01,0,0,0,NA,0,18,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-02,0,0,0,NA,0,18,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-03,0,0,0,NA,0,19,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-04,0,0,0,NA,0,19,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-05,0,0,0,NA,0,19,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-06,0,0,0,NA,0,19,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-07,0,0,0,NA,0,19,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-08,0,0,0,NA,0,19,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-09,0,0,0,NA,0,19,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-10,0,0,0,NA,0,20,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-11,0,0,0,NA,0,20,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-12,0,0,0,NA,0,20,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-13,0,0,0,NA,0,20,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-14,0,0,0,NA,0,20,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-15,0,0,0,NA,0,20,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-16,0,0,0,NA,0,20,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-17,0,0,0,NA,0,21,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-18,0,0,0,NA,0,21,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-19,0,0,0,NA,0,21,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-20,0,0,0,NA,0,21,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-21,0,0,0,NA,0,21,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-22,0,0,0,NA,0,21,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-23,0,0,0,NA,0,21,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-24,0,0,0,NA,0,22,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-25,0,0,0,NA,0,22,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-26,0,0,0,NA,0,22,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-27,0,0,0,NA,0,22,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-28,0,0,0,NA,0,22,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-29,0,0,0,NA,0,22,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-30,0,0,0,NA,0,22,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-05-31,0,0,0,NA,0,23,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-06-01,0,0,0,NA,0,23,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-06-02,0,0,0,NA,0,23,Santa Casa De Misericordia De Arroio Grande
2233428,4301305,Arroio Grande,PELOTAS - R21,15,-32.2310377,-53.084156,2020-06-03,0,0,0,NA,0,23,Santa Casa De Misericordia De Arroio Grande
